153,301,2
153,303,2
153,364,4
153,543,2
153,570,1
153,572,5
153,648,13
153,685,1
153,758,4
153,831,17
153,842,3
153,915,6
153,927,3
153,1121,1
153,1137,2
153,1227,1
153,1356,6
153,1448,6
153,1450,2
153,1479,2
153,1496,5
153,1779,2
153,1903,1
153,2000,2
153,2131,3
153,2178,6
153,2226,4
153,2230,2
153,2238,18
153,2624,2
153,2640,8
153,2653,6
153,2938,28
153,2995,2
153,3004,11
153,3129,1
153,3194,9
153,3409,2
153,3505,4
153,3939,4
153,4179,5
153,4215,2
162,168,6
162,303,1
162,364,3
162,570,5
162,572,8
162,648,10
162,685,1
162,742,2
162,818,27
162,915,3
162,1137,5
162,1227,2
162,1479,1
162,1779,1
162,1903,7
162,2640,3
162,2892,4
162,2938,35
162,2995,10
162,3004,1
162,3129,5
162,3194,1
162,3270,7
162,3505,7
162,3823,13
162,4168,3
162,4215,2
168,301,1
168,364,3
168,570,3
168,572,5
168,648,7
168,685,4
168,742,3
168,818,9
168,842,2
168,915,2
168,927,1
168,1121,2
168,1137,1
168,1227,7
168,1253,1
168,1356,1
168,1450,1
168,1479,2
168,1496,1
168,1779,2
168,1903,7
168,2226,1
168,2238,1
168,2624,4
168,2640,7
168,2892,7
168,2938,23
168,2995,4
168,3004,1
168,3129,3
168,3194,1
168,3270,2
168,3409,1
168,3505,12
168,3823,8
168,4168,2
168,4179,1
168,4215,1
301,303,5
301,364,1
301,543,3
301,572,2
301,648,9
301,685,1
301,742,1
301,758,2
301,831,17
301,842,1
301,915,7
301,927,3
301,1121,2
301,1137,1
301,1253,1
301,1356,1
301,1448,2
301,1450,9
301,1479,3
301,1903,4
301,2000,4
301,2131,11
301,2178,6
301,2226,1
301,2230,2
301,2238,9
301,2624,2
301,2640,6
301,2653,3
301,2938,28
301,2995,2
301,3004,16
301,3194,6
301,3270,3
301,3409,3
301,3505,1
301,3939,1
301,4179,2
303,543,3
303,648,5
303,685,2
303,758,3
303,831,23
303,842,3
303,915,4
303,1121,2
303,1137,1
303,1253,2
303,1356,2
303,1448,2
303,1450,1
303,1479,3
303,1496,1
303,1779,4
303,2000,2
303,2131,13
303,2178,4
303,2238,8
303,2624,1
303,2640,3
303,2653,5
303,2892,1
303,2938,19
303,2995,1
303,3004,9
303,3194,12
303,3409,1
303,3505,2
303,3823,1
303,3939,1
303,4168,1
364,543,3
364,570,6
364,572,1
364,648,17
364,685,5
364,742,1
364,818,11
364,831,3
364,842,3
364,915,15
364,927,4
364,1121,3
364,1137,6
364,1227,6
364,1356,1
364,1448,1
364,1450,1
364,1479,5
364,1496,1
364,1779,1
364,1903,10
364,2000,1
364,2178,1
364,2226,2
364,2230,3
364,2238,3
364,2624,9
364,2640,13
364,2653,3
364,2892,3
364,2938,39
364,2995,4
364,3004,4
364,3129,3
364,3194,2
364,3270,6
364,3409,1
364,3505,18
364,3823,5
364,3939,1
364,4168,5
364,4215,7
543,570,2
543,572,3
543,648,16
543,685,1
543,742,5
543,758,6
543,831,17
543,842,4
543,915,18
543,927,5
543,1121,5
543,1137,2
543,1227,2
543,1253,5
543,1356,4
543,1450,4
543,1496,3
543,1779,4
543,1903,5
543,2000,1
543,2131,4
543,2178,3
543,2226,1
543,2230,5
543,2238,12
543,2624,5
543,2640,17
543,2653,2
543,2892,1
543,2938,21
543,2995,3
543,3004,4
543,3129,4
543,3194,8
543,3270,3
543,3409,2
543,3505,6
543,3823,1
543,3939,1
543,4168,3
543,4179,4
543,4215,1
570,648,4
570,685,2
570,742,4
570,818,8
570,831,3
570,842,2
570,915,3
570,927,4
570,1121,1
570,1137,5
570,1227,3
570,1253,1
570,1356,1
570,1779,1
570,1903,4
570,2178,1
570,2230,2
570,2624,4
570,2640,3
570,2892,1
570,2938,23
570,2995,8
570,3004,1
570,3129,9
570,3270,4
570,3505,6
570,3823,4
570,4168,5
570,4179,3
570,4215,3
572,648,25
572,758,3
572,818,7
572,831,3
572,842,2
572,915,4
572,927,2
572,1121,1
572,1137,2
572,1227,2
572,1253,3
572,1356,10
572,1448,1
572,1450,5
572,1479,2
572,1496,10
572,1779,4
572,1903,1
572,2000,3
572,2131,2
572,2178,1
572,2226,2
572,2230,3
572,2238,6
572,2624,1
572,2640,13
572,2653,2
572,2892,1
572,2938,32
572,2995,8
572,3004,3
572,3129,3
572,3194,3
572,3270,1
572,3409,2
572,3505,7
572,3823,11
572,3939,2
572,4168,1
572,4179,2
572,4215,1
648,685,6
648,742,8
648,758,24
648,818,5
648,831,33
