118	462	4
118	464	3
118	466	9
118	879	3
118	1068	2
118	1617	1
286	1539	1
453	1058	2
459	641	1
462	464	3
462	879	1
462	1068	2
464	702	1
464	879	1
464	960	1
464	1068	2
464	1521	1
466	879	3
466	1617	2
641	1386	1
879	1068	1
879	1617	1
960	1020	3
1058	1451	1
1063	1544	1
1068	1116	2
1314	1343	3
1314	1521	3
1343	1521	1
1508	1539	1
