9,21,2
9,36,1
9,47,1
9,49,1
9,51,1
9,59,16
9,79,2
9,85,7
9,99,3
9,117,8
9,123,6
9,131,2
9,133,3
9,142,2
9,169,1
9,174,1
9,175,10
9,186,2
9,188,1
9,212,5
9,219,2
9,221,12
9,224,4
9,236,5
9,237,1
9,240,2
9,262,5
9,266,3
9,268,1
9,276,15
9,277,1
9,284,5
9,286,1
9,288,1
9,289,21
9,292,4
21,36,1
21,59,2
21,79,2
21,85,2
21,123,4
21,131,1
21,133,2
21,148,1
21,150,1
21,172,1
21,175,2
21,212,1
21,224,1
21,244,1
21,266,3
21,276,7
21,280,2
22,51,1
22,59,2
22,117,1
22,150,2
22,276,1
36,59,1
36,85,1
36,131,1
36,133,2
36,150,1
36,175,1
36,221,1
36,235,1
36,240,1
36,268,2
36,276,3
36,286,1
36,288,1
36,289,1
36,306,1
36,320,1
47,49,2
47,59,3
47,85,2
47,99,1
47,123,1
47,133,1
47,142,1
47,148,1
47,212,3
47,236,1
47,266,1
47,268,1
47,276,6
47,277,1
47,289,1
47,306,1
49,59,1
49,85,1
49,99,1
49,123,2
49,131,1
49,175,4
49,188,1
49,277,1
49,285,1
49,286,1
49,289,2
49,292,1
49,307,1
51,59,1
51,85,1
51,117,1
51,123,1
51,219,1
51,276,1
59,79,3
59,85,8
59,99,3
59,117,3
59,123,4
59,131,8
59,133,7
59,142,2
59,148,2
59,150,5
59,175,11
59,186,7
59,208,2
59,212,2
59,219,4
59,221,5
59,224,5
59,236,1
59,244,2
59,262,2
59,266,4
59,268,2
59,276,18
59,277,1
59,284,2
59,285,1
59,286,2
59,288,1
59,289,9
59,292,8
59,306,1
79,85,3
79,123,4
79,131,2
79,133,2
79,175,2
79,221,2
79,276,2
79,286,1
79,307,1
85,99,4
85,117,1
85,123,9
85,131,3
85,133,8
85,148,4
85,150,3
85,172,1
85,174,2
85,175,5
85,186,3
85,188,1
85,208,1
85,211,1
85,212,4
85,219,1
85,221,1
85,224,2
85,244,3
85,266,1
85,268,2
85,276,19
85,277,1
85,284,1
85,285,2
85,286,2
85,289,4
85,306,2
85,307,1
99,123,3
99,174,1
99,188,1
99,212,1
99,221,1
99,244,1
99,262,2
99,276,7
99,277,1
99,280,2
99,284,1
99,289,2
117,123,3
117,131,1
117,150,1
117,175,1
117,221,1
117,237,1
117,276,2
117,286,1
117,289,3
123,131,4
123,133,4
123,148,3
123,150,4
123,169,1
123,172,2
123,174,3
123,175,6
123,186,4
123,208,3
123,212,2
123,219,1
123,221,3
123,224,4
123,235,1
123,237,1
123,244,2
123,266,4
123,268,3
123,276,26
123,277,1
123,280,2
123,284,3
123,285,3
123,286,7
123,289,4
123,292,1
123,307,3
131,133,5
131,138,1
131,148,2
131,150,2
131,172,1
131,175,1
131,186,3
131,208,3
131,212,3
131,219,1
131,221,3
131,224,3
131,236,1
131,244,2
131,266,3
131,268,3
131,276,5
131,277,1
131,284,1
131,286,2
131,288,1
131,289,5
131,292,3
131,306,5
131,307,1
133,138,1
133,142,2
133,148,3
133,172,1
133,174,4
133,175,4
133,186,6
133,204,3
133,208,3
133,211,1
133,212,10
133,221,2
133,224,3
133,236,2
133,244,3
133,266,2
133,268,4
133,276,10
133,277,3
133,280,1
133,285,1
133,286,2
133,306,3
133,307,2
138,150,1
138,186,2
138,204,1
138,208,2
138,212,1
138,244,1
138,266,2
138,268,2
138,276,1
138,286,1
138,289,1
138,292,1
138,306,1
142,186,2
142,208,1
142,211,2
142,212,1
142,224,2
142,244,1
142,276,1
142,280,1
142,284,2
142,289,1
142,306,1
148,172,1
148,175,1
148,208,1
148,212,1
148,221,1
148,236,2
148,262,1
148,276,8
148,280,1
148,289,1
148,306,1
150,172,1
150,175,1
150,204,1
150,212,3
150,235,1
150,262,1
150,268,1
150,276,4
150,286,1
161,237,1
161,320,1
169,175,1
169,276,2
169,284,2
169,324,1
172,175,1
172,204,1
172,212,1
172,224,1
172,236,1
172,240,1
172,276,4
172,285,1
172,289,4
172,292,1
172,307,1
174,175,2
174,212,2
174,266,1
174,268,2
174,276,4
174,289,1
175,186,1
175,188,1
175,208,1
175,212,2
175,219,1
175,221,1
175,224,1
175,236,3
175,237,1
175,240,3
175,244,1
175,262,2
175,266,2
175,276,6
175,277,1
175,280,1
175,284,1
175,286,3
175,287,1
175,288,1
175,289,11
175,292,2
175,307,2
186,208,1
186,211,1
186,212,2
186,221,3
186,224,1
186,236,1
186,244,3
186,266,3
186,277,1
186,280,2
186,286,3
186,292,3
188,212,2
188,236,1
188,292,1
204,212,3
204,244,1
204,268,2
204,289,1
208,212,1
208,276,1
208,284,1
211,221,1
211,244,1
211,268,1
211,280,1
212,219,2
212,221,2
212,224,3
212,240,1
212,244,5
212,266,1
212,268,1
212,276,5
212,277,2
212,280,1
212,286,2
212,288,2
212,289,8
212,292,1
212,306,1
212,307,1
219,221,4
219,224,1
219,266,1
219,289,2
